spotify_track_id	track_name	artist_name	popularity	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	valence
2CgOd0Lj5MuvOqzqdaAXtS	Shelter	Porter Robinson	66	0.00293	0.276	218965.0	0.796	0.0	0.0	0.184	-4.499	1.0	0.0579	199.526	0.26
6jdOi5U5LBzQrc4c1VT983	Hold On, We're Going Home	Drake	74	0.00411	0.773	227880.0	0.414	3.4e-05	6.0	0.0733	-7.436	0.0	0.0961	99.993	0.289
0RtbpiHj5nScRUEdzit5Xs	Line Of Fire	Junip	31	0.503	0.486	339293.0	0.742	0.525	2.0	0.112	-8.037	1.0	0.0417	90.366	0.274
0FY7UxilhsywJ5Dz2UBYV6	Collapse	Vancouver Sleep Clinic	26	0.592	0.681	221864.0	0.208	0.00402	0.0	0.117	-14.483	0.0	0.0387	130.021	0.156
3XWgwgbWDI56mf1Wl3cLzb	Buffalo Stance	Neneh Cherry	56	0.0113	0.708	342360.0	0.627	3.13e-05	1.0	0.338	-11.155	1.0	0.0614	107.246	0.764
6utJDOqzWj8FggDp1R2Wi2	Being Boring - 2018 Remaster	Pet Shop Boys	30	0.105	0.629	410560.0	0.75	0.627	8.0	0.0622	-10.505	0.0	0.0395	119.79	0.21
5HNCy40Ni5BZJFw1TKzRsC	Comfortably Numb	Pink Floyd	73	0.15	0.472	382297.0	0.366	0.312	11.0	0.0837	-12.595	0.0	0.0286	127.163	0.171
6MowG7MRVgPfGlCMsXKMJ2	Bird Set Free	Sia	66	0.0115	0.438	252440.0	0.805	0.000667	5.0	0.133	-4.284	0.0	0.0728	150.174	0.31
7k4t7uLgtOxPwTpFmtJNTY	Tusa	KAROL G	79	0.295	0.803	200960.0	0.715	0.000134	2.0	0.0574	-3.28	1.0	0.298	101.085	0.574
0UldHegZYf4q7bYDSGBZhq	Beautiful	Rhye	52	0.112	0.817	262533.0	0.306	0.163	10.0	0.158	-11.959	1.0	0.0535	91.014	0.402
6Y46tOTRhkBamosyuWa6YX	LA FAMA (with The Weeknd)	ROSALÍA	76	0.947	0.766	188107.0	0.295	4.44e-05	0.0	0.119	-7.893	0.0	0.0464	136.016	0.805
4a5pNRjwmzYQuEY1E7O6pj	Breakfast In America - 2010 Remastered	Supertramp	71	0.425	0.532	159347.0	0.663	1.07e-06	0.0	0.0734	-5.886	0.0	0.0292	75.14	0.756
3oCghu20Kto5Xcu8Pg0cit	Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix	Rauw Alejandro	59	0.16	0.788	325692.0	0.629	0.000828	0.0	0.0598	-4.727	1.0	0.0883	172.044	0.738
6KuqAtoeVzxAYOaMveLNpH	Dura	Daddy Yankee	72	0.174	0.783	200480.0	0.84	0.0	1.0	0.412	-3.416	1.0	0.051	95.001	0.839
1CGFyZ5fSRo0DhIJOLdHVM	One Million Bullets	Sia	48	0.102	0.365	252067.0	0.717	0.0	9.0	0.467	-4.113	0.0	0.0521	171.827	0.204
25R5Tdr4K7ENb6umHzdCXn	Alive	Sia	63	0.254	0.508	263520.0	0.762	0.000122	6.0	0.108	-4.217	0.0	0.0489	99.963	0.444
43qI4qvvnni002xN53AEvK	Agua	Bomba Estéreo	44	0.734	0.576	200667.0	0.56	0.00335	11.0	0.19	-9.128	0.0	0.135	156.056	0.279
46IZ0fSY2mpAiktS3KOqds	Easy On Me	Adele	84	0.578	0.604	224695.0	0.366	0.0	5.0	0.133	-7.519	1.0	0.0282	141.981	0.13
6Xom58OOXk2SoU711L2IXO	Moscow Mule	Bad Bunny	97	0.294	0.804	245940.0	0.674	1.18e-06	5.0	0.115	-5.453	0.0	0.0333	99.968	0.292
5YUyW9opqNsMSEzzecZih1	X	Nicky Jam	76	0.0338	0.594	172854.0	0.749	0.00106	9.0	0.3	-5.298	0.0	0.056	179.968	0.694
2vvdTrdryjsl8DmPIMDWZU	EL BAÑO (feat. Bad Bunny)	Enrique Iglesias	64	0.259	0.71	214520.0	0.888	0.0	6.0	0.0969	-3.036	0.0	0.0382	90.009	0.626
3Wmti6IwvJ2aKeTm9YrZO7	Space Between	Sia	44	0.676	0.238	287773.0	0.501	0.00111	8.0	0.096	-7.147	1.0	0.0359	101.479	0.109
24YLHalbl2ePQbEXiKqKcP	VUDÚ	Lunay	64	0.143	0.823	231766.0	0.739	2.0e-06	6.0	0.0788	-3.825	1.0	0.062	167.969	0.725
0atfY1ew83Ql9nNnJiD2t5	Bonita	J Balvin	71	0.0132	0.775	265747.0	0.867	0.00684	5.0	0.278	-1.582	0.0	0.0414	96.038	0.869
3S4px9f4lceWdKf0gWciFu	Cheap Thrills	Sia	71	0.0472	0.628	211667.0	0.698	0.00143	6.0	0.0907	-5.608	0.0	0.105	89.976	0.732
2cRtuTadVm0JzoW4NNTIqI	Candy	Plan B	66	0.245	0.897	207500.0	0.867	0.0	11.0	0.529	-3.733	0.0	0.109	96.003	0.594
3JsA2sWDNR9oQogGAzqqtH	Open	Rhye	62	0.896	0.551	217053.0	0.324	0.0873	0.0	0.277	-10.962	1.0	0.0314	90.957	0.231
4XRqSc6PQXZrkhzZHkfRb2	Dale Pal Piso (feat. Jowell y Randy & Ñengo Flow)	Watussi	55	0.095	0.898	237307.0	0.812	0.0	1.0	0.097	-3.792	1.0	0.143	95.031	0.813
5YJ4BVvTFmVCxUyhKejHfR	Pa' Que Retozen	Tego Calderon	78	0.4	0.815	151667.0	0.856	8.34e-05	1.0	0.244	-3.825	0.0	0.122	91.995	0.872
2dMmMkZ7SEqFbzTJx4DijY	House On Fire	Sia	52	0.000425	0.523	241120.0	0.782	0.106	1.0	0.135	-6.01	0.0	0.054	179.967	0.247
73Mfgc0HTZeNCoNrDI46sJ	Move Your Body	Sia	59	0.00117	0.617	247213.0	0.842	0.261	10.0	0.131	-4.062	0.0	0.034	127.955	0.36
1yvMUkIOTeUNtNWlWRgANS	Unstoppable	Sia	81	0.112	0.468	217747.0	0.779	0.000373	9.0	0.101	-4.839	1.0	0.0779	173.799	0.26
4Vw3UGCAUQetVTmNdh6W5d	Reaper	Sia	54	0.0355	0.567	219773.0	0.773	0.00011	6.0	0.0901	-3.344	1.0	0.0451	82.947	0.731
69vlMrzHwATKzupwNcUPyK	La Santa	Bad Bunny	85	0.0326	0.744	206420.0	0.868	0.0	1.0	0.0822	-4.524	1.0	0.047	93.037	0.586
7BAk4jJtHKJuo4H05dKSM1	delicate creature	iogi	49	0.22	0.844	272694.0	0.576	0.0906	1.0	0.068	-6.406	1.0	0.0305	95.011	0.873
4kroNlz8BTfswE4M0i3YCh	HENTAI	ROSALÍA	70	0.879	0.583	162907.0	0.297	0.0	7.0	0.127	-11.273	0.0	0.406	124.279	0.291
35UUpTmrcFXNIVIN26ujXl	Relación - Remix	Sech	77	0.0337	0.793	247308.0	0.771	1.51e-06	5.0	0.284	-3.417	1.0	0.0959	171.943	0.835
70AYiGbc4mWZGEqiipBBDb	CANDY	ROSALÍA	78	0.885	0.638	193480.0	0.49	0.0116	4.0	0.156	-5.726	0.0	0.226	179.905	0.403
1ahCrpeTt94LL7y1aXw0Y8	Linda	Tokischa	72	0.0685	0.891	144019.0	0.751	0.000598	2.0	0.19	-3.15	1.0	0.124	115.046	0.711
2FYGZDfsAnNsrm1gVbyKnG	SAOKO	ROSALÍA	77	0.79	0.827	137533.0	0.768	2.45e-05	0.0	0.497	-5.702	1.0	0.265	99.988	0.734
5n8x10liZsZ61MkdTihlmj	Siembra	Bomba Estéreo	40	0.742	0.693	258447.0	0.667	0.239	0.0	0.657	-5.311	1.0	0.0363	110.978	0.555
7sFYVcKSb24qg0dAkqLEFj	Mi Cama	KAROL G	64	0.222	0.826	151400.0	0.815	6.96e-05	9.0	0.0964	-4.773	1.0	0.0875	163.073	0.68
43qcs9NpJhDxtG91zxFkj7	Fiel - Remix	Wisin	75	0.398	0.839	349547.0	0.711	2.02e-06	6.0	0.118	-4.733	0.0	0.0473	97.99	0.573
6vakABC8veui722qtIXy18	Yo Voy A Llegar	DJ Nelson	51	0.288	0.748	225348.0	0.769	0.00135	2.0	0.162	-9.11	1.0	0.0508	94.996	0.717
2ONIJ40u0Attbm3miIIpNO	Cheap Thrills (feat. Sean Paul)	Sia	64	0.0599	0.592	224493.0	0.788	2.54e-06	6.0	0.125	-4.924	0.0	0.201	89.949	0.755
7xHWNBFm6ObGEQPaUxHuKO	The Greatest (feat. Kendrick Lamar)	Sia	70	0.0102	0.668	210227.0	0.725	0.000479	1.0	0.0561	-6.127	1.0	0.266	191.944	0.729
1KCazUFsaIjJc6b3OP05TA	Pleasure Centre	Kraak & Smaak	36	0.0019	0.731	218926.0	0.659	0.813	5.0	0.119	-7.293	1.0	0.0399	111.989	0.698
2TY7KC1GXXjtfD5IOxNCGx	Cuarta Nivel	Zion	42	0.0503	0.768	242129.0	0.726	7.53e-05	2.0	0.0528	-8.243	1.0	0.129	176.023	0.551
5dg7bnBMVAEtXHkF4UZQlu	Yo Quiero Bailar	Ivy Queen	62	0.278	0.736	184467.0	0.848	0.0	5.0	0.0854	-5.242	1.0	0.102	94.959	0.69
5yMXpZhVnUAFT154F3MQ8G	Bolero Falaz	Aterciopelados	65	0.159	0.684	225240.0	0.746	4.58e-06	4.0	0.0874	-6.409	1.0	0.0296	112.237	0.662
2TH65lNHgvLxCKXM3apjxI	Callaita	Bad Bunny	81	0.6	0.61	250534.0	0.624	2.12e-06	2.0	0.243	-4.773	1.0	0.309	176.169	0.244
614NVFo5csQqRnryl4jXs2	El Telefono	"Héctor ""El Father"""	71	0.171	0.808	235627.0	0.682	1.42e-06	2.0	0.464	-7.128	1.0	0.0963	89.987	0.491
7LNAzNyUgpZklrVCVwg70i	Footprints	Sia	48	0.027	0.557	193133.0	0.759	0.000626	1.0	0.318	-4.986	0.0	0.0346	92.986	0.187
3FWAWggrMlMaSuBrf5cgKP	Machucando	Daddy Yankee	55	0.241	0.84	178787.0	0.843	9.97e-06	8.0	0.232	-4.129	1.0	0.0632	93.973	0.774
3AwscQQi2ATJxOEwxzjv7A	Hangmat	Jungle by Night	41	0.373	0.476	382560.0	0.613	0.895	7.0	0.229	-8.612	0.0	0.0363	185.438	0.732
6Sq7ltF9Qa7SNFBsV5Cogx	Me Porto Bonito	Bad Bunny	99	0.0901	0.911	178567.0	0.712	2.68e-05	1.0	0.0933	-5.105	0.0	0.0817	92.005	0.425
4wlUYFkMPKCjyslNWZzabF	Duele	Bomba Estéreo	44	0.0194	0.766	224094.0	0.82	0.0	4.0	0.152	-4.26	0.0	0.172	144.947	0.528
4gLslbkY5PfwLd6knc7gqk	Fall of the Star High School Running Back	The Mountain Goats	36	0.815	0.507	109267.0	0.513	0.000297	2.0	0.277	-9.551	1.0	0.0706	165.679	0.883
2hnMS47jN0etwvFPzYk11f	Santeria	Sublime	78	0.0268	0.682	182747.0	0.765	3.42e-05	1.0	0.188	-5.021	0.0	0.0395	90.807	0.567
0WQiDwKJclirSYG9v5tayI	There Is a Light That Never Goes Out - 2011 Remaster	The Smiths	76	0.04	0.523	244587.0	0.769	0.0	4.0	0.136	-5.855	1.0	0.0269	136.162	0.876
1vpVrdNn76ngdvRVeHkq1J	Collapsing Stars	The Mountain Goats	18	0.431	0.786	149040.0	0.219	1.28e-05	9.0	0.13	-12.204	0.0	0.182	115.785	0.541
03ZwNF6FTvazNuOXNQf8k8	The Queen Is Dead - 2011 Remaster	The Smiths	53	0.00106	0.513	387147.0	0.898	0.0212	4.0	0.791	-6.242	1.0	0.0524	140.452	0.61
6Rg82S9vW3Q91ZZaRjwmen	Until I Am Whole	The Mountain Goats	25	0.631	0.764	168893.0	0.238	0.171	0.0	0.117	-13.31	1.0	0.0454	116.327	0.423
7wCmS9TTVUcIhRalDYFgPy	Where Is My Mind? - Remastered	Pixies	77	0.0204	0.519	234973.0	0.441	0.000453	4.0	0.076	-14.178	1.0	0.0353	81.334	0.25
3cjLFY0mLXqBXsnqNhvKH9	Amy aka Spent Gladiator 1	The Mountain Goats	34	0.0899	0.657	147133.0	0.834	0.216	10.0	0.234	-7.643	0.0	0.0792	156.898	0.832
474uVhyGgK5MtY9gMcDgGl	It's Called: Freefall	Rainbow Kitten Surprise	75	0.632	0.744	152293.0	0.516	0.0	2.0	0.605	-6.365	1.0	0.0513	97.944	0.281
5iiuKcrjqMns675Z0cBoa2	Suburbia Overture / Greetings from Mary Bell Township! / (Vampire) Culture / Love Me, Normally	Will Wood	55	0.268	0.381	376541.0	0.831	5.36e-06	5.0	0.318	-6.595	1.0	0.111	111.367	0.404
6f44UAft0JjhxNMX12TMXl	6up 5oh Cop-Out (Pro / Con)	Will Wood and the Tapeworms	55	0.00534	0.552	222000.0	0.951	2.9e-05	0.0	0.338	-3.457	1.0	0.118	114.614	0.665
1qIagqll7ZcgmiLTrtSvKc	Frankly, Mr. Shankly - 2011 Remaster	The Smiths	56	0.0709	0.713	138813.0	0.748	0.000397	4.0	0.156	-6.53	1.0	0.0251	111.556	0.924
0frg99CmmIkDNRm15gMoGY	Marsha, Thankk You for the Dialectics, but I Need You to Leave	Will Wood	51	0.132	0.306	319768.0	0.832	7.82e-06	0.0	0.0872	-7.766	1.0	0.0826	166.995	0.326
4jkbobuWsyAhpl3dSPMM9E	Lakeside View Apartments Suite	The Mountain Goats	27	0.295	0.546	238093.0	0.4	0.00986	11.0	0.083	-13.968	0.0	0.0806	96.809	0.219
51q8dtQBsoDWAMEcGhKsXa	…well, better than the alternative	Will Wood	52	0.333	0.524	254986.0	0.802	0.0	5.0	0.616	-7.357	1.0	0.194	171.068	0.677
1xaTREM89RbIxkcjlpf4Uw	Heaven Knows I'm Miserable Now - 2011 Remaster	The Smiths	73	0.028	0.609	215760.0	0.759	0.0	6.0	0.183	-4.862	1.0	0.0276	114.045	0.774
6VMKisiuX2PjWuv4jFhxLI	Tummy in the Blood	The Yellow Dress	27	0.424	0.513	278754.0	0.814	5.29e-05	10.0	0.0745	-5.749	1.0	0.0918	132.431	0.581
1KOe5eyJfDHTad719bEr9l	Home Again Garden Grove	The Mountain Goats	24	0.348	0.405	195160.0	0.7	0.00593	4.0	0.106	-4.218	1.0	0.0293	83.836	0.34
6dzU8kkXmOGCMNyX149BX3	Cry for Judas	The Mountain Goats	36	0.0224	0.58	192653.0	0.773	0.815	9.0	0.189	-7.341	1.0	0.0409	91.707	0.776
3B4q6KbHbGV51HO3GznBFF	What I Got	Sublime	74	0.00877	0.804	170907.0	0.696	0.000985	7.0	0.314	-7.47	1.0	0.0899	95.721	0.657
00S0eOLwzdqcC9V8hmigD2	As the Sun Beat Down	The Taxpayers	38	0.6	0.543	179667.0	0.509	0.000133	11.0	0.105	-9.145	0.0	0.0561	126.426	0.0843
3M2bD9SMYnJIPdrTKUnBd3	I Know It's Over - 2011 Remaster	The Smiths	65	0.0847	0.407	349187.0	0.424	0.0	0.0	0.234	-10.583	1.0	0.0318	113.311	0.404
1MJstbwGiW3TpJ9oufPydQ	Night Light	The Mountain Goats	24	0.0489	0.498	239440.0	0.704	0.631	11.0	0.211	-10.41	0.0	0.0315	135.404	0.389
2OErSh4oVVAUll0vHxdr6p	Bigmouth Strikes Again - 2011 Remaster	The Smiths	68	0.0704	0.401	193320.0	0.901	0.0	1.0	0.538	-5.011	0.0	0.041	134.799	0.839
05zd5Nv0e02ZqrlC8A2cwx	United In Grief	Kendrick Lamar	79	0.244	0.529	255378.0	0.845	0.0	8.0	0.143	-8.142	1.0	0.404	85.63	0.331
11607FzqoipskTsXrwEHnJ	Sunday Morning	The Velvet Underground	64	0.0869	0.506	175893.0	0.442	0.00239	5.0	0.0846	-13.268	0.0	0.0276	105.826	0.532
1trf9MaKJjFIzuPNC8PaZb	Your Belgian Things	The Mountain Goats	28	0.782	0.713	229120.0	0.261	0.0252	2.0	0.0987	-11.115	1.0	0.0389	117.323	0.305
0SVvyfRMFMRJzc0L2odX20	Fill in the Blank	Car Seat Headrest	56	0.00737	0.339	244507.0	0.829	1.26e-05	9.0	0.0596	-7.239	1.0	0.058	162.794	0.5
1kaOXjXS3RcKP0QjcWM0Fu	A Complete List of Fears Ages 5-28 (Aprox)	The Yellow Dress	45	0.269	0.434	261509.0	0.834	0.00186	1.0	0.0936	-5.54	1.0	0.0929	131.479	0.884
3ExEeoUBZXKasZJ3AqrnS2	Poor Isaac	The Airborne Toxic Event	40	0.0572	0.569	191240.0	0.611	2.21e-05	6.0	0.19	-5.757	1.0	0.0334	103.406	0.694
2PdIo7ewQPuAsP99LVg9uy	Wrong Way	Sublime	67	0.0623	0.69	136147.0	0.681	0.0	9.0	0.137	-5.653	1.0	0.0379	75.034	0.911
0OPYxsbvo9uyBokw6zkaYp	White Cedar	The Mountain Goats	25	0.676	0.296	185040.0	0.176	0.0594	9.0	0.152	-13.194	1.0	0.0332	74.625	0.354
1lqj3wgPj8gHCdq46hUjvr	I / Me / Myself	Will Wood	68	0.165	0.48	291715.0	0.954	5.14e-06	11.0	0.807	-5.273	0.0	0.0584	172.016	0.762
3dlYtStJzp8YsT3Ot5aj1Y	Let Me Bathe in Demonic Light	The Mountain Goats	28	0.51	0.839	310653.0	0.351	0.00372	3.0	0.102	-11.148	1.0	0.0385	123.588	0.348
5bSASu4W0HJx6CuG8rbRcA	Reel Around the Fountain - 2011 Remaster	The Smiths	56	0.00507	0.67	359227.0	0.571	7.23e-05	9.0	0.124	-9.976	1.0	0.0255	109.905	0.899
5vyt44455ipNNVSYq8fYY7	Fever Pitch	Rainbow Kitten Surprise	57	0.383	0.789	163747.0	0.593	1.29e-06	5.0	0.191	-7.877	0.0	0.0582	109.952	0.293
6fc51JZVE0Yijdi6RuoLFv	Painkillers	Rainbow Kitten Surprise	64	0.466	0.754	213973.0	0.405	0.00179	7.0	0.1	-11.547	1.0	0.0378	114.938	0.0843
1TDdYSYLIXMJ4EiKO6ZCYk	Mission to Mars	Rainbow Kitten Surprise	57	0.623	0.691	154213.0	0.482	0.00671	7.0	0.208	-10.954	1.0	0.201	160.072	0.433
7ERZgMLgpVhrp2D6JYy02t	Bone Machine - Remastered	Pixies	51	0.000688	0.63	183347.0	0.683	0.000689	0.0	0.171	-12.795	1.0	0.0289	115.827	0.955
1zkkvSLk5Nh4uoyKWwuie9	Holy War	Rainbow Kitten Surprise	53	0.636	0.564	174387.0	0.294	0.0	7.0	0.0982	-8.885	0.0	0.0349	149.98	0.213
4eamJr2k9YDH8j58RSTmSc	Doin' Time	Sublime	68	0.0362	0.708	253840.0	0.757	0.0	7.0	0.17	-5.121	1.0	0.0791	80.976	0.552
03yOjwHoOPDlTUg0NRxN6t	Cemetry Gates - 2011 Remaster	The Smiths	60	0.151	0.55	161040.0	0.796	0.0	7.0	0.222	-7.007	1.0	0.0306	105.354	0.622
0hJS3EHWC4uL9sJ52ErpoN	Hide	Rainbow Kitten Surprise	58	0.0745	0.799	192013.0	0.497	1.28e-05	4.0	0.174	-6.57	1.0	0.141	115.157	0.488
6s1lXoCa6EmIGnr0GrwcJp	The Boy with the Thorn in His Side - 2011 Remaster	The Smiths	59	0.208	0.514	196627.0	0.87	4.1e-05	7.0	0.524	-6.516	1.0	0.0419	118.962	0.847
16ro1is6DmDKkarlJMBbzV	When It Lands	Rainbow Kitten Surprise	62	0.444	0.727	269053.0	0.48	0.0	5.0	0.118	-9.278	0.0	0.0987	120.025	0.369
7xXd5Bo7QC0G2M9fn1QWEI	Steal Smoked Fish	The Mountain Goats	25	0.677	0.7	193133.0	0.29	0.0371	2.0	0.108	-12.713	1.0	0.0547	157.723	0.871
4jd13hFvWAZKZpomQleZ8L	2econd 2ight 2eer (that was fun, goodbye.)	Will Wood	61	0.0526	0.577	206500.0	0.962	2.82e-05	0.0	0.103	-5.304	1.0	0.0554	150.02	0.701
1VHlgsaa5RIagloffVGIiH	Power and Glory	Phil Ochs	32	0.741	0.595	136360.0	0.321	0.0	9.0	0.587	-12.828	0.0	0.115	138.107	0.662
2rvhsOudGG9vRRo5xikTlq	Answering the Phone* - Bonus Track	The Mountain Goats	25	0.892	0.683	148733.0	0.743	0.834	2.0	0.328	-8.26	0.0	0.0454	110.894	0.297
17qhlNqCvVGq0ZhFAhDCw4	Front Street	Will Wood and the Tapeworms	47	0.00302	0.418	315240.0	0.925	2.5e-05	0.0	0.149	-4.039	1.0	0.0694	134.313	0.484
5xiAfKzE3mbxYbOkUZPR11	Ateo	C. Tangana	74	0.142	0.826	239925.0	0.74	2.59e-05	1.0	0.175	-4.45	0.0	0.0368	130.025	0.733
4N5ButsPUatjRXT6GlLlyq	Así No Vale	EMIL	48	0.0576	0.859	233796.0	0.763	0.0	4.0	0.125	-3.971	0.0	0.0777	95.002	0.72
5fwSHlTEWpluwOM0Sxnh5k	Pepas	Farruko	89	0.00776	0.762	287120.0	0.766	6.98e-05	7.0	0.128	-3.955	1.0	0.0343	130.001	0.442
0GzuHFG4Ql6DoyxFRnIk3F	Hawái - Remix	Maluma	73	0.105	0.766	200482.0	0.788	5.81e-06	6.0	0.142	-3.128	0.0	0.312	179.984	0.609
1PiASZMKp39IsWwiiIYgPO	Ani Kuni	Polo & Pan	59	0.204	0.662	277520.0	0.621	0.591	0.0	0.0658	-6.158	1.0	0.0291	120.998	0.0477
5cyKYhm8vo5edvuT5tIuQ6	Tu Sicaria	Ms Nina	66	0.0637	0.761	147013.0	0.899	3.38e-05	10.0	0.162	-6.994	1.0	0.0509	98.004	0.758
1282qgDXqqQiA6n3u1h32q	Game	Lucky Luke	52	0.0343	0.83	139355.0	0.917	0.0268	9.0	0.186	-5.341	1.0	0.165	124.011	0.349
5i82o3878xCPNCUK8VIeqX	Otra Noche	Los Ángeles Azules	60	0.365	0.605	199120.0	0.711	0.0	8.0	0.0501	-4.09	1.0	0.0379	91.999	0.645
7fGODUqa0gtkb72oBVCgCD	Ella Me Levanto	Daddy Yankee	74	0.0715	0.76	209493.0	0.9	0.0	5.0	0.221	-4.782	1.0	0.0668	100.046	0.761
1zuCjOvfNJCd0EJcqcfiha	Pobre Diabla	Don Omar	26	0.217	0.741	255680.0	0.787	0.0179	5.0	0.0835	-6.228	1.0	0.0525	91.993	0.771
58q2HKrzhC3ozto2nDdN4z	I Like It	Cardi B	80	0.099	0.816	253390.0	0.726	0.0	5.0	0.372	-3.998	0.0	0.129	136.048	0.65
6tDDoYIxWvMLTdKpjFkc1B	telepatía	Kali Uchis	83	0.112	0.653	160191.0	0.524	0.0	11.0	0.203	-9.016	0.0	0.0502	83.97	0.553
3n3DPyZs0bNKX4FsG0dsgn	The Race	Oh Pep!	29	0.242	0.651	172500.0	0.667	4.48e-06	5.0	0.0478	-5.66	1.0	0.38	188.069	0.283
0khVEzctbwmqLvOpg1ecbg	Ay Mamá	Rigoberta Bandini	69	0.133	0.687	181695.0	0.56	7.45e-06	1.0	0.146	-6.399	1.0	0.0364	126.995	0.32
11ZulcYY4lowvcQm4oe3VJ	Slumber Party (feat. Princess Nokia)	Ashnikko	77	0.00151	0.964	178405.0	0.398	3.95e-05	11.0	0.101	-8.981	0.0	0.0795	105.012	0.563
456xBIOmLRoLzCvCzZrWge	Safari	J Balvin	69	0.531	0.689	205600.0	0.675	3.17e-06	0.0	0.115	-4.281	1.0	0.32	180.065	0.604
4kAtRwNRLMKuoCbxMSxUGI	Noche De Sexo	Wisin & Yandel	74	0.108	0.686	205707.0	0.722	0.0	2.0	0.494	-5.4	1.0	0.256	94.006	0.515
0TK2YIli7K1leLovkQiNik	Señorita	Shawn Mendes	81	0.037	0.759	190960.0	0.54	0.0	9.0	0.0945	-6.039	0.0	0.0287	116.947	0.75
2ekn2ttSfGqwhhate0LSR0	New Rules	Dua Lipa	81	0.00261	0.762	209320.0	0.7	1.56e-05	9.0	0.153	-6.021	0.0	0.0694	116.073	0.608
63aj87TQG6F3RVO5nbG2VQ	In Da Getto	J Balvin	78	0.025	0.915	131067.0	0.72	1.42e-05	8.0	0.0942	-3.126	1.0	0.0459	126.986	0.631
0Psz3az3RIYfJpnsajBT8N	Nanã	Polo & Pan	66	0.191	0.685	190827.0	0.735	0.038	4.0	0.188	-6.337	0.0	0.0334	94.035	0.385
33a2zTGZocgU9XVDDILHM3	La Despedida	Daddy Yankee	72	0.0909	0.745	202827.0	0.994	0.0546	2.0	0.0684	-2.194	0.0	0.0497	122.049	0.972
1IHWl5LamUGEuP4ozKQSXZ	Tití Me Preguntó	Bad Bunny	98	0.0993	0.65	243717.0	0.715	0.000291	5.0	0.126	-5.198	0.0	0.253	106.672	0.187
1gWnuGAiTk3Q4yrIbwymUK	Zoom Zoom	Polo & Pan	56	0.0459	0.678	209800.0	0.849	0.613	7.0	0.0833	-6.983	1.0	0.0367	94.003	0.502
2uhMYJq2TODWBuZhHRrdWy	DOLLAR	Becky G	58	0.205	0.876	204227.0	0.512	0.0	2.0	0.663	-6.878	1.0	0.242	76.983	0.701
63y6xWR4gXz7bnUGOk8iI6	Into You	Ariana Grande	70	0.0162	0.623	244453.0	0.734	1.75e-06	9.0	0.145	-5.948	1.0	0.107	107.853	0.37
0q75NwOoFiARAVp4EXU4Bs	Love Galore (feat. Travis Scott)	SZA	77	0.112	0.795	275080.0	0.594	0.0	0.0	0.162	-6.2	1.0	0.0748	135.002	0.409
