spotify_track_id	track_name	artist_name	popularity	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	valence
5enxwA8aAbwZbf5qCHORXi	All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)	Taylor Swift	84	0.274	0.631	613027.0	0.518	0.0	0.0	0.088	-8.771	1.0	0.0303	93.023	0.205
3tDLotaps1ayal3CaWKjdM	Wanderlust	Yoko Shimomura	36	0.0197	0.53	351293.0	0.483	0.948	5.0	0.121	-10.657	0.0	0.027	100.006	0.122
5ophZLHA9mwSZhQSmboyDN	People of The Pride	Coldplay	64	0.00581	0.432	217267.0	0.613	0.0151	4.0	0.312	-6.785	0.0	0.0349	136.362	0.0911
2aibwv5hGXSgw7Yru8IYTO	Snow (Hey Oh)	Red Hot Chili Peppers	80	0.116	0.427	334667.0	0.9	1.75e-05	11.0	0.119	-3.674	1.0	0.0499	104.655	0.599
2pemRVQh3eLi4GdIIXffgb	Second Life Syndrome	Riverside	31	0.0836	0.276	940320.0	0.64	0.542	2.0	0.178	-8.001	0.0	0.0406	111.233	0.127
3CmHvyZQQAGkKkTjTBFWN6	Have a Cigar	Pink Floyd	65	0.407	0.454	307733.0	0.65	0.0488	4.0	0.589	-10.191	0.0	0.0437	120.155	0.72
5VWC7v2dC2K0SIIjT9WTLN	Welcome to the Machine	Pink Floyd	61	0.524	0.381	451681.0	0.358	0.169	0.0	0.0747	-12.423	1.0	0.0365	133.271	0.036
6tI9prqQ0F2cIeuCKHrf1M	Sultans Of Swing - Live At Hammersmith Odeon, London/1983	Dire Straits	35	0.0985	0.349	654307.0	0.941	0.211	2.0	0.981	-6.066	0.0	0.0711	153.936	0.283
3c99ec9qrMURGDDzuV1nae	Hellfire	Yoko Shimomura	37	0.00233	0.219	393013.0	0.83	0.79	0.0	0.211	-7.158	1.0	0.0582	180.017	0.157
5oAvb7LpUBwQfBtQ6hmS4Q	Élan	Nightwish	58	0.0124	0.576	287000.0	0.588	0.000177	5.0	0.148	-9.553	1.0	0.0308	127.969	0.316
7fxDBPivNoMioFrkDkfoM2	Archangel	SAMURAI	50	0.00378	0.649	179003.0	0.983	0.000776	2.0	0.355	-3.587	1.0	0.0444	112.063	0.42
1GqlvSEtMx5xbGptxOTTyk	Peace of Mind	Boston	69	0.00101	0.419	303587.0	0.677	9.99e-05	4.0	0.211	-6.183	1.0	0.0343	127.678	0.684
00KfIFi2TpAaQGPbRbFbKJ	IN MY REMAINS	Linkin Park	63	0.00401	0.553	200693.0	0.907	0.0	9.0	0.266	-5.623	0.0	0.0484	100.967	0.451
0sp00HSXkQyqTa6QqM0O8V	Leave Out All The Rest	Linkin Park	69	0.209	0.509	209307.0	0.629	1.99e-06	0.0	0.369	-6.434	1.0	0.0335	80.012	0.237
21j1PsCiTaO8ZW88UZrh3A	Shine On You Crazy Diamond (Pts. 6-9)	Pink Floyd	57	0.576	0.288	747325.0	0.485	0.9	7.0	0.322	-13.162	0.0	0.0491	135.87	0.124
2iatXu415rxIRAQJ9dXWi5	Trains - Remastered	Porcupine Tree	55	0.0256	0.453	360323.0	0.581	0.0236	9.0	0.154	-12.713	0.0	0.0336	174.203	0.213
3RiPr603aXAoi4GHyXx0uy	Hymn for the Weekend	Coldplay	83	0.211	0.491	258267.0	0.693	6.92e-06	0.0	0.325	-6.487	0.0	0.0377	90.027	0.412
5UlVP9eewIYpqewZv6kToz	Alpenglow	Nightwish	50	0.000321	0.515	289010.0	0.739	0.000154	4.0	0.0718	-9.255	0.0	0.0352	148.008	0.487
5a4MgIUSf9K8wXLSm6xPEx	High Hopes	Pink Floyd	57	0.205	0.519	510965.0	0.413	0.152	0.0	0.351	-12.535	0.0	0.0251	75.219	0.267
7Cg3F9ZsZ2TYUnlza49NYh	Kong	Bonobo	56	0.173	0.542	237827.0	0.749	0.942	6.0	0.315	-8.333	0.0	0.0277	94.031	0.674
1jTx0HJI6hPexjNKAQa8jB	1996	Wild Child	51	0.0169	0.631	186680.0	0.565	0.0921	11.0	0.543	-6.56	0.0	0.0661	187.996	0.719
21gALdjlanjYvfJs6EfvC8	Back & Forth	Wild Child	38	0.0694	0.749	211360.0	0.699	0.0	5.0	0.124	-7.193	0.0	0.0469	123.965	0.641
0iYXDjcE2fOpJiy0ob1Kk3	Crazy Bird	Wild Child	47	0.247	0.779	241267.0	0.523	0.000179	3.0	0.318	-8.359	1.0	0.0361	93.483	0.708
5lw8Mgb4LyhriPIC86gV6e	RNP (feat. Anderson .Paak)	Cordae	69	0.184	0.611	175828.0	0.714	0.0	9.0	0.145	-4.696	0.0	0.856	196.043	0.628
61g7oQKm8DFEL7r2g9LS8x	Migration	Bonobo	48	0.763	0.561	327400.0	0.565	0.948	1.0	0.166	-12.374	1.0	0.0373	122.072	0.0392
7HfDDnqygZdXqzH33fWZfx	Loom (feat. Bonobo)	Ólafur Arnalds	46	0.988	0.545	226867.0	0.18	0.906	5.0	0.0686	-21.022	0.0	0.0337	156.694	0.31
4GroumsjzAcgCwJzTGY7px	Ontario	Bonobo	40	0.236	0.54	232550.0	0.461	0.531	10.0	0.0865	-9.427	0.0	0.0341	89.995	0.107
4MSKGtnxTdqIypqwTDY3em	Figures	Bonobo	41	0.564	0.296	368237.0	0.4	0.13	10.0	0.116	-11.609	0.0	0.0462	88.857	0.184
6BbFwwHnzY74a8GOsDg8Sn	Outlier	Bonobo	43	0.23	0.693	475480.0	0.59	0.834	4.0	0.0685	-7.232	0.0	0.0464	117.006	0.237
2l6fPqfcWjbGvqVZBEdRsG	Meadows	Wild Child	40	0.351	0.713	219040.0	0.484	0.00132	2.0	0.115	-7.856	1.0	0.0376	125.083	0.184
3AW6V6zWH45jI7eNPnSDfT	7th Sevens	Bonobo	40	0.0281	0.656	307328.0	0.653	0.858	6.0	0.112	-11.883	0.0	0.0396	117.999	0.199
0sQNqu37YQQSI3K0ueswyA	A Walk	Tycho	55	0.331	0.659	316919.0	0.717	0.911	9.0	0.127	-7.816	1.0	0.0318	139.952	0.384
2lJ4d8MCT6ZlDRHKJ1br14	Cirrus	Bonobo	60	0.395	0.64	352247.0	0.844	0.933	2.0	0.0827	-8.412	0.0	0.0374	119.042	0.364
7cHRys0Lhk9642dLaPUMkm	Soon It Will Be Cold Enough to Build Fires	Emancipator	49	0.849	0.707	180520.0	0.467	0.685	7.0	0.0957	-15.094	0.0	0.0488	94.417	0.419
0qRR9d89hIS0MHRkQ0ejxX	Rich Girl	Daryl Hall & John Oates	74	0.461	0.573	142787.0	0.683	0.0	5.0	0.0935	-6.644	1.0	0.176	169.519	0.817
3rCtueI7qBN2kZBZnXuk5K	Linked	Bonobo	54	0.539	0.713	369462.0	0.725	0.886	6.0	0.111	-9.951	1.0	0.0385	122.041	0.24
3y5gxbKqif7iw5brilMqEi	Alex	Wild Child	40	0.572	0.624	176027.0	0.718	5.29e-05	9.0	0.295	-8.642	1.0	0.0616	160.047	0.624
3cXQrWACMWmJTQaQUoqLMj	Shaky in the Knees	Grizfolk	61	0.19	0.591	209480.0	0.601	0.0026	7.0	0.0958	-7.222	1.0	0.0269	117.073	0.515
3CArFtrkJzWkxgjmX7ki9N	Kung Fu	Cordae	61	0.0229	0.876	199680.0	0.609	1.17e-05	8.0	0.107	-6.019	1.0	0.111	124.984	0.256
35eaAFEnGP3ONlRVcgTJs9	Pull It Together	The Greeting Committee	56	0.548	0.781	219173.0	0.751	0.0	2.0	0.0636	-3.686	0.0	0.0332	102.103	0.607
3i2Q3cFdFzJ39nV9sAt3Pc	Kusanagi	ODESZA	53	0.472	0.335	208000.0	0.33	0.41	0.0	0.164	-8.302	1.0	0.031	75.07	0.04
0Z57YWES04xGh3AImDz6Qr	Real Love Baby	Father John Misty	67	0.0955	0.417	189293.0	0.686	0.0287	7.0	0.0989	-6.484	1.0	0.0373	204.113	0.625
7oiZRx7OZbUAYUiYeFTXrf	Warm Animal	Sure Sure	60	0.072	0.786	211147.0	0.384	0.00115	5.0	0.0484	-8.655	1.0	0.0651	137.935	0.77
4x6aawsLyPkF3aGPXGvbat	La Ciudad	ODESZA	50	0.00534	0.663	271136.0	0.84	0.342	9.0	0.169	-5.618	0.0	0.0453	108.022	0.2
7KT7VGnPU5QVXN3q1BOeqb	Higher Ground (feat. Naomi Wild)	ODESZA	57	0.0865	0.629	215131.0	0.852	0.0215	1.0	0.263	-5.094	1.0	0.0521	104.997	0.415
3vipemBjRlJW1RPrTEZATa	Before You Were Mine	Still Woozy	23	0.451	0.679	135947.0	0.702	0.528	6.0	0.0797	-6.579	0.0	0.0481	92.051	0.7
59wlTaYOL5tDUgXnbBQ3my	A Moment Apart	ODESZA	65	0.179	0.515	234244.0	0.663	0.668	7.0	0.494	-7.896	0.0	0.0328	120.024	0.0756
7t7SLzJtQzD8wdJqwYD3XM	Meridian	ODESZA	49	3.4e-05	0.517	235861.0	0.66	0.252	5.0	0.571	-6.175	0.0	0.0315	90.007	0.0701
7oJmIBxEAYjfkS7lhZ7M1S	Sometimes	Goth Babe	63	0.105	0.445	262737.0	0.563	0.000271	7.0	0.179	-8.904	1.0	0.0315	94.978	0.204
5sXTG5MxeA6zVNm3YfCVad	Dive	Tim Atlas	54	0.0771	0.778	237481.0	0.616	0.0136	11.0	0.185	-5.466	1.0	0.0375	102.987	0.951
3HjAGIYYXG7PS7OegQa0xM	Casita	Goth Babe	61	0.379	0.647	206000.0	0.748	1.36e-06	11.0	0.12	-8.674	0.0	0.349	120.057	0.523
3zdtYfRqOn1axEmHZTWivp	Foreplay	Jalen Santoy	62	0.125	0.787	171433.0	0.335	0.00444	5.0	0.132	-4.837	0.0	0.0826	119.185	0.582
1ssGCkWfXfXYSPoADNSb0P	Alkaline	Kota the Friend	51	0.469	0.767	190253.0	0.527	0.0	10.0	0.162	-8.153	0.0	0.235	154.002	0.613
5dmPNuHmRRJuHmJTDa7NuJ	Bambi	Hippo Campus	58	0.0661	0.739	194400.0	0.471	9.78e-05	8.0	0.116	-8.456	1.0	0.0436	90.002	0.31
1pqOdQkmYdM7AUM1q3L1mN	Late Night	ODESZA	43	0.0358	0.612	228155.0	0.628	0.00898	2.0	0.193	-6.754	1.0	0.0752	125.043	0.434
63yesoRJgXT5QALryYFV0X	Boy	ODESZA	51	0.00324	0.515	183680.0	0.686	0.505	0.0	0.0647	-6.258	1.0	0.0929	140.013	0.148
7BdBAeVMiVHbszGoN7WsAt	Memories That You Call (feat. Monsoonsiren) - ODESZA & Golden Features VIP Remix	ODESZA	55	0.0117	0.636	219507.0	0.575	0.861	10.0	0.12	-4.624	1.0	0.0315	119.996	0.193
2WrzwxqDxBWcWYkk9DAJ9j	Candy Wrappers	Summer Salt	58	0.696	0.691	194418.0	0.546	0.415	5.0	0.302	-7.33	1.0	0.0263	95.047	0.483
3CA9pLiwRIGtUBiMjbZmRw	Nice For What	Drake	79	0.0891	0.585	210747.0	0.909	9.7e-05	8.0	0.119	-6.474	1.0	0.0707	93.372	0.758
22UDw8rSfLbUsaAGTXQ4Z8	American Boy	Estelle	79	0.171	0.727	284733.0	0.729	0.0	0.0	0.07	-2.99	1.0	0.326	117.932	0.512
3GjL3KSjADxjGbKSZLeClC	Here Comes the Hotstepper	Dr. Dog	45	0.472	0.695	286636.0	0.638	0.775	9.0	0.351	-8.219	1.0	0.0309	100.366	0.854
4VXEjLbI0XqgtPlQH7OeOu	I'm Warping Here	Feng Suave	51	0.25	0.589	215253.0	0.499	3.75e-06	11.0	0.244	-12.579	0.0	0.0388	123.078	0.6
6u0x5ad9ewHvs3z6u9Oe3c	Under Cover of Darkness	The Strokes	68	0.00433	0.35	235547.0	0.775	0.283	11.0	0.0676	-3.364	1.0	0.054	199.866	0.588
2YT7gnUsicqZhmK3Fkb5L8	Limestone	Magic City Hippies	53	0.282	0.706	209165.0	0.457	0.0079	4.0	0.0614	-9.359	1.0	0.0383	78.013	0.723
2nkPVfTBJrDkLJnA8JJKcO	The Breeze	Dr. Dog	56	0.774	0.61	239093.0	0.547	2.05e-05	9.0	0.635	-7.796	1.0	0.0338	90.136	0.318
4vHNeBWDQpVCmGbaccrRzi	Goodie Bag	Still Woozy	75	0.821	0.739	146390.0	0.522	0.00124	7.0	0.233	-12.304	0.0	0.151	138.263	0.619
3u0s2L2nv0gUuDwLlVi4qH	These Days	Manwolves	54	0.791	0.543	239426.0	0.284	0.0	8.0	0.11	-8.503	1.0	0.0538	134.557	0.271
5f7wBEartf7erWHv5jZChn	Sam, A Dream	Black Belt Eagle Scout	36	0.171	0.604	273688.0	0.615	0.495	4.0	0.0817	-7.251	0.0	0.0315	84.102	0.14
75QVl6AUgbpshr5q25QOU6	Somersault	Richy Mitch & The Coal Miners	52	0.416	0.545	207529.0	0.482	0.118	5.0	0.0988	-8.437	1.0	0.0393	113.615	0.115
1FjRZEN5F390h0TsYd6NEz	"Berlioz: La damnation de Faust, Op. 24, Pt. 4: ""D'amour l'ardente flamme"" (Marguerite)"	Hector Berlioz	8	0.976	0.178	495480.0	0.123	0.00878	5.0	0.0934	-16.477	1.0	0.0424	89.394	0.0373
4ga4WvRNhMsIL38pkBbnIN	Pressure (feat. Tove Lo)	Martin Garrix	71	0.659	0.859	144391.0	0.558	0.324	7.0	0.124	-8.991	0.0	0.0902	114.978	0.357
1PckUlxKqWQs3RlWXVBLw3	About Damn Time	Lizzo	95	0.0995	0.836	191822.0	0.743	0.0	10.0	0.335	-6.305	0.0	0.0656	108.966	0.722
3ebYtLVuV4HzEZUDcpZB9p	Lovin' You	Minnie Riperton	61	0.962	0.387	223144.0	0.164	0.0	9.0	0.0817	-14.617	1.0	0.085	72.029	0.409
6zmlJfgjKXO6OIo3Y2WlMB	So What?	Sonnee	40	0.00642	0.546	238909.0	0.687	0.926	7.0	0.132	-10.429	1.0	0.0391	110.002	0.0658
2ZDssPiWL5pxRB03Ll9WWy	Acrobatic	SIDEPIECE	60	0.00212	0.735	176720.0	0.949	0.561	9.0	0.347	-3.734	1.0	0.084	125.03	0.557
2t77hjgJY4sC9DoX5uaVUD	Don't Give Up	Peter Gabriel	61	0.831	0.671	394827.0	0.283	0.000818	3.0	0.0911	-14.198	1.0	0.0508	80.806	0.331
3h6CJm3thAESfemqbaRSua	Vancouver	Véronique Sanson	25	0.229	0.455	246253.0	0.72	5.44e-06	11.0	0.063	-7.143	1.0	0.0311	144.244	0.558
7imqXMxp4iG3TTpUxSvktB	Chalet 47	FEET	39	0.0685	0.647	223168.0	0.827	0.0608	1.0	0.245	-4.34	0.0	0.0332	108.961	0.733
15XYdD283tK9iyJzL738bn	Désenchantée	Mylène Farmer	59	0.0019	0.614	322760.0	0.655	0.126	10.0	0.0844	-11.744	0.0	0.0297	125.907	0.342
1uMHCAyGmHqyygoNRuo7MV	edamame (feat. Rich Brian)	bbno$	79	0.023	0.815	133707.0	0.848	0.000162	4.0	0.0265	-4.704	0.0	0.115	106.032	0.684
3l6779YqHSAtPR7cKhNP47	Magnolias for Ever	Emma Peters	58	0.823	0.719	180036.0	0.387	1.78e-05	8.0	0.107	-11.403	0.0	0.0444	96.046	0.283
0UbT2X5Q4svbTybTbp9ew7	Mélodie - Radio Edit	Elodie Costa	40	0.177	0.841	222581.0	0.661	0.0	5.0	0.105	-6.769	1.0	0.0574	123.984	0.695
1nFDUqzE0DsplYOcPDSp81	Sans contrefaçon - Girl Remix	Mylène Farmer	52	0.448	0.756	246547.0	0.743	0.00544	9.0	0.0805	-11.124	1.0	0.0289	130.871	0.968
2WRFD9WczJ975X2K1Y9YVs	Heads Will Roll	Yeah Yeah Yeahs	69	0.000187	0.562	221000.0	0.903	0.0939	8.0	0.298	-4.46	0.0	0.0296	132.009	0.791
58r4JuwHhXLAkttkaUZfLw	Got to Be Real	Cheryl Lynn	67	0.0943	0.836	307947.0	0.626	0.742	9.0	0.153	-10.143	0.0	0.0335	114.657	0.898
6Zu3aw7FfjAF9WA0fA81Oq	Big Energy	Latto	81	0.0514	0.935	173182.0	0.807	0.0	11.0	0.349	-3.838	0.0	0.114	106.017	0.813
7pAW3XGsByG4avvzn3BGYE	J'sais pas	Johan Papaconstantino	49	0.662	0.809	198256.0	0.637	0.0984	0.0	0.114	-7.763	1.0	0.0685	98.027	0.63
5EWPzyWm0b9McPS5Qyaijp	Un jour je marierai un ange	Pierre de Maere	63	0.216	0.544	165558.0	0.578	1.92e-06	7.0	0.0949	-9.49	0.0	0.18	169.973	0.219
2aI21FnmY7TJVKeMaoQZ0t	Say It Right	Nelly Furtado	81	0.0476	0.872	223080.0	0.872	0.00112	1.0	0.0543	-6.328	1.0	0.139	116.948	0.809
6Rqn2GFlmvmV4w9Ala0I1e	Feeling Good	Nina Simone	73	0.864	0.399	174000.0	0.326	0.0	7.0	0.191	-9.239	0.0	0.0386	79.206	0.546
0Y9BzZGT2FuLVPrHoq1g2G	Fantaisie-Impromptu In C-Sharp Minor, Op. 66	Frédéric Chopin	52	0.993	0.155	336093.0	0.0522	0.894	1.0	0.105	-25.087	1.0	0.0413	70.473	0.0585
12sbRlZqz4ubIjKfft0tAk	Tender Sofa	Gussstave	17	0.624	0.546	160879.0	0.501	0.0213	11.0	0.0844	-9.632	1.0	0.13	182.013	0.389
3jHYDEB0YUNJCSEMF2um60	CHICKEN TERIYAKI	ROSALÍA	64	0.454	0.788	122227.0	0.4	0.000141	2.0	0.0686	-6.454	1.0	0.115	97.936	0.558
4aNNFLoRfSOMHeYQXidsXL	I Leave Again	Petit Biscuit	56	0.465	0.724	240893.0	0.476	0.0451	2.0	0.0964	-13.832	1.0	0.0555	124.006	0.11
63ZSow0dnUhOr175IbNZa2	Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries	Richard Wagner	52	0.927	0.235	183667.0	0.365	0.907	7.0	0.17	-13.863	1.0	0.0356	91.187	0.126
0pAiyIHt9DyHOjWgF41kp6	Steal	Maribou State	66	0.62	0.729	219946.0	0.456	0.000133	6.0	0.0919	-6.795	0.0	0.0528	110.999	0.221
2uU4tNepmkbE5lyQ9d0zFZ	Kabhi Khushi Kabhie Gham	Kris Bowers	61	0.625	0.448	208893.0	0.0588	0.952	1.0	0.132	-27.582	1.0	0.0328	95.997	0.418
4ffoWIfe9UWfyuJT5I0I7L	Les mots bleus	Johan Papaconstantino	58	0.271	0.79	250894.0	0.484	0.0129	8.0	0.127	-8.267	1.0	0.114	171.988	0.431
6SDjKKm0OxwKOkbQRIYtOD	On The Run - 2019 Remix, Live	Pink Floyd	30	0.119	0.229	168947.0	0.629	0.751	7.0	0.383	-18.963	1.0	0.201	82.974	0.043
6XhLvHFFGw89NbGfpINRyn	Reading Rainbow Theme Song	Reading Rainbow	40	0.832	0.736	53760.0	0.363	0.0	9.0	0.0801	-15.792	1.0	0.751	166.209	0.197
6amKBSZGfDYxNbL2ByRnir	Le Jeune	QuinzeQuinze	35	0.32	0.633	239253.0	0.513	0.00297	0.0	0.0957	-9.108	0.0	0.435	123.156	0.683
5EQzuYfTZt7B2LqlvTF49l	It's All Coming Back to Me Now	Céline Dion	74	0.753	0.384	456867.0	0.438	0.0	0.0	0.101	-9.149	1.0	0.0362	87.903	0.287
4CQuxzR9R3OVSCNSHN1mBZ	Fio Maravilla	Nicoletta	42	0.544	0.634	217080.0	0.433	0.0	10.0	0.144	-8.26	0.0	0.0283	115.34	0.704
6X6LksTIhQ88ZU27y5bbxk	I'll Never Forget You	Francis and the Lights	33	0.987	0.588	225253.0	0.0665	0.0476	5.0	0.118	-18.621	1.0	0.0394	121.06	0.155
6rqUOLt9dpfMANLMKTzoWj	Le temps de l'amour	Françoise Hardy	60	0.798	0.586	144827.0	0.412	0.0	8.0	0.152	-10.116	0.0	0.0334	132.199	0.706
1V32pCGXZMgcmXd5MUMDL1	Abcdefg	ROSALÍA	65	0.95	0.717	65960.0	0.164	0.0	7.0	0.315	-17.948	1.0	0.944	91.577	0.352
2P5yIMu2DNeMXTyOANKS6k	Nobody	Mitski	80	0.07	0.398	193429.0	0.717	0.0	0.0	0.085	-5.253	1.0	0.0398	117.296	0.487
2rkw1gqH62Tc9ydm9jsEJ1	Tous les cris les S.O.S.	Daniel Balavoine	57	0.563	0.447	302866.0	0.442	4.5e-05	9.0	0.225	-10.76	0.0	0.0308	176.245	0.404
3KEnGyuImTqe7asrYW0kUv	Positif	Mr. Oizo	53	0.000409	0.744	171120.0	0.928	0.624	10.0	0.132	-5.628	0.0	0.0495	123.014	0.507
3VbDcrNGmAeX1Aij4w1Y9C	Wheelspin	MØ	41	0.0514	0.694	171200.0	0.577	0.000487	9.0	0.146	-5.98	1.0	0.0349	121.996	0.269
5nNIFYy5dDQo9s3hSOd7xX	C'est une belle journée	Mylène Farmer	52	0.33	0.674	256693.0	0.844	0.000663	0.0	0.0916	-6.353	1.0	0.0342	120.006	0.656
2fgINBjLf7eCI3ky3n2gnS	Moins joli	Iliona	57	0.94	0.532	179881.0	0.18	0.000263	9.0	0.258	-14.76	0.0	0.0466	92.404	0.131
17AecRsKvectsZjTJ7LCkz	Malala Yousafzai	Jessica Dannheisser	3	0.496	0.258	172227.0	0.329	0.817	0.0	0.1	-12.56	1.0	0.0332	99.944	0.0378
1c65aZUOGjVB72vnv1bW2g	Youth Is Lost	MØ	39	0.262	0.538	225493.0	0.611	2.74e-05	5.0	0.321	-4.761	0.0	0.0529	155.832	0.495
4kXxEhuatrvwrTQycA7s9B	BIZCOCHITO	ROSALÍA	78	0.605	0.93	109120.0	0.774	0.0238	1.0	0.12	-4.203	1.0	0.0744	116.972	0.781
4p7na6NSU0F7lMOhx9kg9k	Material Girl	Kris Bowers	63	0.633	0.588	244340.0	0.155	0.694	0.0	0.0748	-20.621	1.0	0.0321	136.482	0.404
11k965jnnDHzMXisdOBop2	Cool to Cry	MØ	40	0.351	0.689	171760.0	0.67	2.16e-06	9.0	0.0875	-6.773	0.0	0.132	86.012	0.499
14FAAlZJ36VMPIF7yHV3mg	Tuo padre, mia madre, Lucia	Giovanni Truppi	46	0.724	0.348	228707.0	0.59	0.0	9.0	0.312	-6.093	0.0	0.0722	76.535	0.55
7yHjGj7rDKqolyqeZjPv9t	Soldier Girl	The Polyphonic Spree	38	0.202	0.443	239067.0	0.584	9.97e-06	0.0	0.0707	-7.264	1.0	0.0317	93.728	0.0518
4qCkd8jOHbz7t59nRTlGr5	FAST LAND	Moderat	54	0.0219	0.429	219014.0	0.59	0.905	2.0	0.141	-9.673	1.0	0.0403	134.255	0.0503
2spDH2rxS8fpw6XYxtCzue	Ok boomer (feat. Brunori Sas)	The Zen Circus	45	0.216	0.518	207533.0	0.838	0.0	9.0	0.28	-5.515	1.0	0.0481	154.925	0.507
59qdWok2u5ItLGEVf008kD	Any Day Now	Elbow	41	0.18	0.609	377933.0	0.77	0.234	4.0	0.11	-10.09	1.0	0.0333	139.372	0.428
0uekzdBsjuz76wVo2XOyg3	Love No More	The Durutti Column	38	0.955	0.58	167266.0	0.281	0.906	2.0	0.114	-14.308	1.0	0.03	124.537	0.387
5IM0qYpQlZbfLJ8s1QWbpz	An Unsolved Exercise in Physics - Mia Askisi Fysikis Alyti	Lena Platonos	25	0.197	0.758	239267.0	0.657	1.24e-06	7.0	0.162	-8.266	0.0	0.219	130.735	0.838
2hkUAvQ1ZTISJsOtRUACyF	Oscar Brown	Baxter Dury	36	0.0326	0.46	335560.0	0.387	0.68	5.0	0.37	-11.5	1.0	0.0402	123.914	0.314
4LTJl1Om8ktx8vUIKcIIgx	Le ragazze stanno bene	Vasco Brondi	28	0.56	0.331	226013.0	0.753	2.03e-05	4.0	0.0993	-7.838	1.0	0.0758	97.212	0.389
2p6CzenLng8PDjkJ2cj26F	Mango	Cosmo	37	0.247	0.741	313013.0	0.776	0.00746	2.0	0.103	-7.566	1.0	0.0716	116.049	0.226
5iNTFenKptdrfnoTxEDFOB	Afraid of You	The Knife	17	0.153	0.8	228200.0	0.481	0.7	11.0	0.0816	-7.061	1.0	0.298	120.043	0.328
3oJCaUjEucwvw8TAr5GNof	Bird - Edit	The Knife	22	0.0609	0.627	210123.0	0.835	0.0653	2.0	0.182	-8.273	0.0	0.0489	146.178	0.143
63uly6YcZLrchTQCAXp8Np	All The Young Dudes	Shortparis	27	0.111	0.348	225800.0	0.445	0.000541	7.0	0.128	-12.445	1.0	0.0372	99.71	0.111
6XNyqB9SGce6cWFlR8wMVP	Caro fottutissimo amico (feat. Motta)	The Zen Circus	31	0.0576	0.632	714643.0	0.691	0.0108	2.0	0.106	-7.178	1.0	0.0326	112.006	0.0455
1CcYOBPqOctmlpo3fKWJpc	Ok boomer (feat. Brunori Sas)	The Zen Circus	40	0.216	0.518	207533.0	0.838	0.0	9.0	0.28	-5.515	1.0	0.0481	154.925	0.507
1l16MyUTfb0SDearbydVfD	Stoccolma	Rino Gaetano	30	0.121	0.895	207853.0	0.674	1.65e-05	0.0	0.271	-10.273	1.0	0.0548	106.027	0.988
1qwAXuoYMGNTeJlSvHNgLh	La Pomme D'Argent	Jane Weaver	8	0.731	0.454	225920.0	0.624	0.935	4.0	0.171	-13.587	0.0	0.0446	91.392	0.0781
2WOjLF83vqjit2Zh4B69V3	Don't Think Twice, It's All Right	Bob Dylan	65	0.89	0.6	217400.0	0.243	0.0022	4.0	0.249	-17.085	1.0	0.0366	110.535	0.468
4bAYL09yxKIf1YNx1HwoBZ	You Know It's Alright	Mryn	11	0.000963	0.842	663626.0	0.737	0.818	7.0	0.0764	-10.558	1.0	0.0574	123.025	0.187
5LBTIPGXEn7I7ON0BB961z	Knee 5	Philip Glass Ensemble	40	0.586	0.346	484667.0	0.105	5.88e-05	7.0	0.11	-25.12	1.0	0.047	99.348	0.0346
7JJuEnyZFMinvP6WZMCfuQ	Labyrinth	Sky H1	27	0.873	0.196	414290.0	0.101	0.832	9.0	0.109	-27.32	0.0	0.041	134.945	0.0454
2Otknd6zvymLYOIxZLS8e8	L'anima non conta	The Zen Circus	47	0.0409	0.37	341253.0	0.649	0.0	9.0	0.127	-5.808	1.0	0.0322	147.853	0.584
4VeBrtbDSGaFkO7I9iagBc	I Need a Connection	Jane Weaver	35	0.0915	0.634	466693.0	0.84	0.888	2.0	0.166	-11.811	1.0	0.0388	129.142	0.128
57Dqlvsn8WcsPFVZzRw3iO	Children of the Sun	Dead Can Dance	43	0.205	0.444	453429.0	0.487	0.382	6.0	0.0852	-9.076	0.0	0.0307	120.087	0.158
7nYDC2hCyuw6yKnVsClX4E	Wivenhoe Bells (II)	The Cleaners From Venus	34	0.197	0.514	263093.0	0.727	5.14e-05	5.0	0.67	-5.844	1.0	0.0414	105.394	0.396
2JiS4aCs0A4SM4Z0OVdkUO	Madeso	DJ Nigga Fox	13	0.000662	0.766	376849.0	0.92	0.89	10.0	0.126	-5.733	0.0	0.286	126.087	0.502
3QW4IYz45VxCchkS8iCGVE	A Long Day	The Polyphonic Spree	7	0.808	0.173	2191560.0	0.132	0.946	9.0	0.151	-14.663	0.0	0.0399	124.891	0.029
6c2PX5LGBx55npYNGEG2jQ	I Want You, But I Don't Need You	Momus	32	0.255	0.692	287160.0	0.482	6.19e-05	11.0	0.312	-11.315	0.0	0.0265	99.998	0.676
2Hzd0VC9hKTW1UBm3zePnx	Hope	Bauhaus	33	0.168	0.622	197240.0	0.395	0.00368	9.0	0.332	-12.073	1.0	0.0317	95.009	0.694
013dkXItCYy64OcHgtU6zg	Out of Time	Damon Albarn	40	0.722	0.351	238893.0	0.519	0.00274	0.0	0.792	-9.159	1.0	0.0365	154.875	0.235
5oqLH3w2yG46BZtZSVWC56	Scatolette	Ministri	28	0.00073	0.358	226800.0	0.583	0.0	0.0	0.463	-6.559	1.0	0.0397	147.736	0.283
