name	genre
Shakey Graves	new americana
Shakey Graves	stomp and holler
Local Natives	indie folk
Local Natives	indie pop
Local Natives	indie rock
Local Natives	la indie
Local Natives	modern rock
Local Natives	stomp and holler
Jon Kennedy	electronica
Jon Kennedy	ninja
Jon Kennedy	nu jazz
Jon Kennedy	trip hop
Jon Kennedy	turntablism
Rayland Baxter	deep new americana
Rayland Baxter	indie folk
Rayland Baxter	new americana
Rayland Baxter	stomp and holler
Tim Atlas	alternative r&b
Tim Atlas	indie pop
Tim Atlas	indie poptimism
Tim Atlas	indie r&b
Tim Atlas	indie soul
Tim Atlas	vapor soul
Bay Ledges	indie poptimism
Bay Ledges	la pop
Bay Ledges	modern rock
Bay Ledges	vapor soul
Fruit Bats	chamber pop
Fruit Bats	deep new americana
Fruit Bats	indie folk
Fruit Bats	indie pop
Fruit Bats	indie rock
Fruit Bats	modern rock
Fruit Bats	new americana
Fruit Bats	stomp and holler
Abhi The Nomad	desi hip hop
Abhi The Nomad	pop rap
Thievery Corporation	downtempo
Thievery Corporation	electronica
Thievery Corporation	livetronica
Thievery Corporation	nu jazz
Thievery Corporation	trip hop
Mr. Scruff	big beat
Mr. Scruff	downtempo
Mr. Scruff	electronica
Mr. Scruff	jazztronica
Mr. Scruff	ninja
Mr. Scruff	nu jazz
Mr. Scruff	trip hop
Mr. Scruff	turntablism
RAC	alternative dance
RAC	electropop
RAC	indie poptimism
RAC	indie soul
RAC	indietronica
RAC	metropopolis
RAC	modern rock
RAC	vapor soul
Tycho	chillwave
Tycho	downtempo
Tycho	electronica
Tycho	indietronica
Tycho	intelligent dance music
Tora	indie soul
Tora	vapor soul
Electric Guest	alternative dance
Electric Guest	indie rock
Electric Guest	indietronica
Electric Guest	la indie
Electric Guest	modern rock
Electric Guest	shimmer pop
Portugal. The Man	indie rock
Portugal. The Man	modern alternative rock
Portugal. The Man	modern rock
Portugal. The Man	rock
Mt. Joy	indie folk
Mt. Joy	modern rock
Mt. Joy	stomp and holler
Broken Bells	alternative dance
Broken Bells	alternative rock
Broken Bells	indie pop
Broken Bells	indie rock
Broken Bells	indietronica
Broken Bells	la indie
Broken Bells	modern rock
Broken Bells	new rave
Broken Bells	rock
The California Honeydrops	bay area indie
The California Honeydrops	deep new americana
The California Honeydrops	funk
The California Honeydrops	modern funk
slenderbodies	indie poptimism
slenderbodies	indie soul
slenderbodies	modern rock
slenderbodies	vapor soul
Dominic Fike	alternative pop rock
Dominic Fike	pop
The Greeting Committee	indie pop
The Greeting Committee	kc indie
The Greeting Committee	modern rock
Smino	alternative r&b
Smino	hip hop
Smino	rap
Smino	underground hip hop
Summer Salt	indie garage rock
Nina Simone	jazz blues
Nina Simone	soul
Nina Simone	soul jazz
Nina Simone	torch song
Nina Simone	vocal jazz
MØ	dance pop
MØ	danish pop
MØ	electropop
MØ	pop
MØ	tropical house
Mylène Farmer	chanson
Mylène Farmer	french pop
Mylène Farmer	french synthpop
Queen	classic rock
Queen	glam rock
Queen	rock
Céline Dion	canadian pop
Céline Dion	dance pop
Lizzo	dance pop
Lizzo	escape room
Lizzo	minnesota hip hop
Lizzo	pop
Lizzo	trap queen
Diam's	francoton
Diam's	french hip hop
Diam's	french pop
Maria Callas	classical soprano
Maria Callas	opera
Pongo	african electronic
Juliette Armanet	chanson
Juliette Armanet	electro-pop francais
Juliette Armanet	french indie pop
Juliette Armanet	french indietronica
Juliette Armanet	french pop
Juliette Armanet	nouvelle chanson francaise
Aretha Franklin	classic soul
Aretha Franklin	jazz blues
Aretha Franklin	memphis soul
Aretha Franklin	soul
Aretha Franklin	southern soul
Angèle	belgian pop
Angèle	variete francaise
Pierre de Maere	nouvelle chanson francaise
Sister Nancy	dancehall queen
Sister Nancy	dub
Sister Nancy	reggae
Daniel Balavoine	chanson
Daniel Balavoine	french pop
RYKT	NA
France Gall	chanson
France Gall	french pop
France Gall	ye ye
Destiny's Child	dance pop
Destiny's Child	girl group
Destiny's Child	hip pop
Destiny's Child	pop
Destiny's Child	r&b
Destiny's Child	urban contemporary
Jessie Ware	art pop
Jessie Ware	british soul
Jessie Ware	dance pop
Jessie Ware	electropop
Jessie Ware	neo soul
Jessie Ware	pop
Jessie Ware	pop soul
Jessie Ware	tropical house
Lady Gaga	art pop
Lady Gaga	dance pop
Lady Gaga	pop
Clairo	bedroom pop
Clairo	indie pop
Clairo	pop
Hayden James	aussietronica
Hayden James	edm
Hayden James	gauze pop
Hayden James	house
Hayden James	pop dance
Hayden James	tropical house
Aly & AJ	dance pop
Aly & AJ	electropop
Aly & AJ	girl group
Aly & AJ	indie pop
Aly & AJ	pop
Aly & AJ	post-teen pop
Johnny Salib	pet calming
Françoise Hardy	chanson
Françoise Hardy	ye ye
Víkingur Ólafsson	classical piano
Víkingur Ólafsson	nordic classical piano
Véronique Sanson	chanson
Véronique Sanson	french pop
Véronique Sanson	nouvelle chanson francaise
Billie Marten	british singer-songwriter
Billie Marten	indie anthem-folk
Billie Marten	indie folk
Billie Marten	indie pop
David Teie	pet calming
Allie X	alt z
Allie X	art pop
Allie X	australian pop
Allie X	canadian electropop
Allie X	canadian pop
Allie X	dance pop
Allie X	dark pop
Allie X	electropop
Allie X	escape room
Allie X	indie poptimism
Allie X	metropopolis
Allie X	pop
Allie X	post-teen pop
Allie X	tropical house
Allie X	vapor soul
WILLOW	afrofuturism
WILLOW	dance pop
WILLOW	electropop
WILLOW	pop
WILLOW	post-teen pop
Jungle	indie soul
Jungle	uk contemporary r&b
Japanese Breakfast	art pop
Japanese Breakfast	eugene indie
Japanese Breakfast	indie pop
Japanese Breakfast	philly indie
Anna of the North	electropop
Anna of the North	indie poptimism
Anna of the North	norwegian pop
Anna of the North	vapor pop
Anna of the North	vapor soul
Lucas Estrada	covertronica
Lucas Estrada	deep house
Lucas Estrada	deep pop edm
Lucas Estrada	deep tropical house
Lucas Estrada	edm
Lucas Estrada	pop dance
Lucas Estrada	pop edm
Lucas Estrada	swedish tropical house
Lucas Estrada	tropical house
Kris Bowers	modern jazz piano
girl in red	bedroom pop
girl in red	bubblegrunge
girl in red	indie pop
girl in red	norwegian indie
girl in red	pop
Alanis Morissette	canadian pop
Alanis Morissette	canadian singer-songwriter
Alanis Morissette	lilith
Alanis Morissette	pop rock
Alanis Morissette	singer-songwriter
ELIO	alt z
ELIO	electropop
ELIO	indie pop
ELIO	indie poptimism
ELIO	pop
The Cranberries	irish rock
The Cranberries	pop rock
The Zen Circus	indie rock italiano
The Zen Circus	italian alternative
The Zen Circus	italian indie pop
Nu Genea	indie napoletano
Nu Genea	neapolitan funk
808 State	acid house
808 State	big beat
808 State	classic house
808 State	electronica
808 State	hardcore techno
808 State	hip house
808 State	intelligent dance music
808 State	madchester
808 State	rave
808 State	techno
Ministri	italian alternative
Ministri	italian indie pop
The Polyphonic Spree	dallas indie
The Polyphonic Spree	flute rock
Sky H1	deconstructed club
Sky H1	electra
Sky H1	new isolationism
Sky H1	outsider house
Sky H1	spectra
Sky H1	weightless
Elbow	britpop
Elbow	indie rock
Elbow	modern rock
Elbow	rock
Moderat	alternative dance
Moderat	electronica
Moderat	microhouse
Moderat	minimal techno
Moderat	new rave
aya	deconstructed club
aya	spectra
Jane Weaver	chamber psych
Jane Weaver	electra
Jane Weaver	garage psych
Jane Weaver	indie folk
Tutti Fenomeni	italian indie pop
Thurston Moore	alternative rock
Austra	alternative dance
Austra	art pop
Austra	canadian electropop
Austra	chamber psych
Austra	chillwave
Austra	electroclash
Austra	electronica
Austra	electropop
Austra	metropopolis
Austra	new rave
Austra	shimmer pop
Leonie Pernet	french indie pop
Leonie Pernet	french indietronica
Autechre	abstract
Autechre	ambient
Autechre	ambient techno
Autechre	deep idm
Autechre	drill and bass
Autechre	electro
Autechre	electronica
Autechre	experimental
Autechre	glitch
Autechre	intelligent dance music
Autechre	microhouse
Autechre	ninja
Autechre	outsider house
Autechre	techno
Autechre	uk experimental electronic
TOTO	album rock
TOTO	classic rock
TOTO	mellow gold
TOTO	rock
TOTO	soft rock
TOTO	yacht rock
David Bowie	art rock
David Bowie	classic rock
David Bowie	glam rock
David Bowie	permanent wave
David Bowie	rock
Bauhaus	alternative rock
Bauhaus	dark wave
Bauhaus	dream pop
Bauhaus	gothic rock
Bauhaus	new wave
Bauhaus	post-punk
LNDFK	indie napoletano
Lena Platonos	greek indie
trentemøller	alternative dance
trentemøller	danish electronic
trentemøller	danish electropop
trentemøller	electronica
trentemøller	microhouse
trentemøller	minimal techno
Radiohead	alternative rock
Radiohead	art rock
Radiohead	melancholia
Radiohead	oxford indie
Radiohead	permanent wave
Radiohead	rock
Wooden Shjips	chamber psych
Wooden Shjips	neo-psychedelic
Wooden Shjips	psychedelic space rock
Wooden Shjips	space rock
Fabrizio De André	canzone d'autore
Fabrizio De André	canzone genovese
Fabrizio De André	classic italian pop
Fabrizio De André	folk rock italiano
Fabrizio De André	italian adult pop
Fabrizio De André	musica sarda
Simon Farintosh	NA
The Durutti Column	art pop
The Durutti Column	art rock
The Durutti Column	dream pop
The Durutti Column	experimental
The Durutti Column	fourth world
The Durutti Column	post-punk
The Durutti Column	uk post-punk
PS5	NA
Liam Gallagher	britpop
Liam Gallagher	britpop revival
Liam Gallagher	modern rock
Liam Gallagher	rock
Liam Gallagher	solo wave
Emidio Clementi	NA
DJ Nigga Fox	batida
DJ Nigga Fox	deconstructed club
DJ Nigga Fox	fluxwork
Tame Impala	australian psych
Tame Impala	neo-psychedelic
Another Sunny Day	c86
Another Sunny Day	tape club
Another Sunny Day	twee pop
Max Casacci	NA
Punk Rock Factory	NA
Cor Veleno	italian hip hop
Cor Veleno	italian indie pop
Cor Veleno	italian underground hip hop
Cor Veleno	rap italiano old school
La rappresentante di lista	indie siciliano
La rappresentante di lista	italian indie pop
Piero Ciampi	canzone d'autore
Piero Ciampi	italian alternative
Post Nebbia	indie veneto
Post Nebbia	italian indie pop
Appino	italian alternative
Appino	italian indie pop
Sonic Youth	alternative rock
Sonic Youth	art rock
Sonic Youth	indie rock
Sonic Youth	new wave
Sonic Youth	noise pop
Sonic Youth	noise rock
Sonic Youth	post-punk
Sonic Youth	rock
Tre Allegri Ragazzi Morti	italian alternative
Tre Allegri Ragazzi Morti	italian indie pop
Tre Allegri Ragazzi Morti	punk rock italiano
Mercury Rev	alternative rock
Mercury Rev	art rock
Mercury Rev	buffalo ny indie
Mercury Rev	chamber pop
Mercury Rev	chamber psych
Mercury Rev	indie rock
Mercury Rev	melancholia
Mercury Rev	shoegaze
The Knife	alternative dance
The Knife	art pop
The Knife	electroclash
The Knife	electronica
The Knife	electropop
The Knife	gothenburg indie
The Knife	neo-synthpop
The Knife	new rave
The Knife	swedish electropop
The Knife	swedish synthpop
Cosmo	italian indie pop
Cosmo	turin indie
Roman Flügel	float house
Roman Flügel	frankfurt electronic
Roman Flügel	melodic techno
Roman Flügel	microhouse
Roman Flügel	minimal techno
Roman Flügel	tech house
Marracash	italian hip hop
Marracash	italian underground hip hop
Marracash	rap napoletano
Kelly Lee Owens	alternative dance
Kelly Lee Owens	art pop
Kelly Lee Owens	chamber psych
Kelly Lee Owens	electra
Kelly Lee Owens	electronica
Kelly Lee Owens	escape room
Kelly Lee Owens	experimental pop
Kelly Lee Owens	microhouse
Kelly Lee Owens	spectra
Big Thief	art pop
Big Thief	brooklyn indie
Big Thief	indie pop
Big Thief	indie rock
Big Thief	small room
Orville Peck	alternative country
Orville Peck	queer country
Arcade Fire	baroque pop
Arcade Fire	canadian indie
Arcade Fire	indie rock
Arcade Fire	modern rock
Arcade Fire	new rave
Arcade Fire	permanent wave
Arcade Fire	quebec indie
Arcade Fire	rock
Camila Cabello	dance pop
Camila Cabello	pop
Camila Cabello	post-teen pop
First Aid Kit	stomp and holler
First Aid Kit	swedish americana
First Aid Kit	swedish country
Avril Lavigne	canadian pop
Avril Lavigne	candy pop
Avril Lavigne	dance pop
Avril Lavigne	pop
Avril Lavigne	post-teen pop
Rina Sawayama	art pop
Rina Sawayama	dance pop
Rina Sawayama	electropop
Rina Sawayama	escape room
Rina Sawayama	pop
Black Country, New Road	art pop
Black Country, New Road	indie rock
Black Country, New Road	london indie
Black Country, New Road	uk post-punk revival
Upstate	indiecoustica
Machine Gun Kelly	ohio hip hop
Koffee	dancehall
Koffee	dancehall queen
Koffee	jamaican dancehall
Koffee	modern reggae
Wilco	alternative country
Wilco	alternative rock
Wilco	chicago indie
Wilco	indie pop
Wilco	indie rock
Wilco	roots rock
HARU NEMURI	japanese alternative pop
Amber Mark	alternative r&b
Amber Mark	indie r&b
Amber Mark	indie soul
Amber Mark	nyc pop
Wet Leg	NA
Good Luck	folk punk
Good Luck	indie punk
Good Luck	orgcore
P.S. Eliot	alabama indie
P.S. Eliot	bubblegrunge
P.S. Eliot	folk punk
P.S. Eliot	indie punk
P.S. Eliot	small room
Syd	alternative r&b
Syd	escape room
Syd	indie r&b
Syd	indie soul
Syd	lgbtq+ hip hop
Syd	r&b
Courtney Barnett	australian indie
Courtney Barnett	indie pop
Courtney Barnett	indie rock
Courtney Barnett	melbourne indie
Lucius	indie folk
Lucius	indie pop
Lucius	new americana
Kehlani	alternative r&b
Kehlani	dance pop
Kehlani	pop
Kehlani	pop rap
Kehlani	r&b
Prince Daddy & the Hyena	albany ny indie
Prince Daddy & the Hyena	alternative emo
Prince Daddy & the Hyena	bubblegrunge
Prince Daddy & the Hyena	diy emo
Prince Daddy & the Hyena	emo
Prince Daddy & the Hyena	indie garage rock
Prince Daddy & the Hyena	indie punk
Prince Daddy & the Hyena	midwest emo
Wild Rivers	folk-pop
Wild Rivers	indie folk
Wild Rivers	indiecoustica
Wild Rivers	stomp and holler
Omar Apollo	alternative r&b
Omar Apollo	bedroom pop
Omar Apollo	bedroom soul
Omar Apollo	indie r&b
Omar Apollo	pop
Omar Apollo	r&b
4s4ki	hyperpop
4s4ki	japanese electropop
4s4ki	japanese hyperpop
Romero	NA
Baby Queen	indie pop
Baby Queen	modern alternative pop
The War On Drugs	indie rock
The War On Drugs	philly indie
Father John Misty	chamber pop
Father John Misty	indie pop
Father John Misty	indie rock
The Smile	indie rock
The Smile	modern rock
The Head And The Heart	folk-pop
The Head And The Heart	indie folk
The Head And The Heart	modern rock
The Head And The Heart	pop rock
The Head And The Heart	seattle indie
The Head And The Heart	stomp and holler
More Eaze	deconstructed club
More Eaze	experimental electronic
More Eaze	spectra
Andy Irvine	british folk
Andy Irvine	celtic
Andy Irvine	hurdy-gurdy
Andy Irvine	irish folk
Andy Irvine	laboratorio
Slaughter Beach, Dog	alternative emo
Slaughter Beach, Dog	bubblegrunge
Slaughter Beach, Dog	emo
Slaughter Beach, Dog	indie pop
Slaughter Beach, Dog	indie rock
Slaughter Beach, Dog	lo-fi emo
Slaughter Beach, Dog	small room
Oso Oso	alternative emo
Oso Oso	bubblegrunge
Oso Oso	dreamo
Oso Oso	emo
Oso Oso	indie punk
Oso Oso	indie rock
Oso Oso	midwest emo
Angel Olsen	alternative americana
Angel Olsen	art pop
Angel Olsen	dream pop
Angel Olsen	indie pop
Angel Olsen	indie rock
Soul Glo	art pop
Soul Glo	scream rap
Flasher	dc indie
Flasher	garage psych
PUP	alternative emo
PUP	bubblegrunge
PUP	canadian indie
PUP	canadian pop punk
PUP	canadian punk
PUP	emo
PUP	indie punk
PUP	indie rock
PUP	toronto indie
PENDANT	NA
Pillow Queens	dublin indie
Pillow Queens	irish indie rock
dodie	alt z
dodie	indie pop
dodie	pop
Ludovico Einaudi	bow pop
Ludovico Einaudi	compositional ambient
Ludovico Einaudi	neo-classical
Warpaint	alternative dance
Warpaint	art pop
Warpaint	chamber psych
Warpaint	chillwave
Warpaint	dream pop
Warpaint	electronica
Warpaint	indie rock
Warpaint	la indie
Warpaint	modern alternative rock
Warpaint	modern dream pop
Warpaint	modern rock
Warpaint	new rave
Justin Adams	NA
Metronomy	alternative dance
Metronomy	electronica
Metronomy	indie rock
Metronomy	indietronica
Metronomy	modern rock
Metronomy	new rave
Metronomy	socal pop punk
Beach House	baltimore indie
Beach House	dream pop
Beach House	dreamo
Beach House	modern dream pop
Laura Marling	art pop
Laura Marling	british folk
Laura Marling	british singer-songwriter
Laura Marling	chamber pop
Laura Marling	indie folk
Laura Marling	indie pop
Laura Marling	singer-songwriter
Laura Marling	stomp and holler
Gerald Toto	afropop
Gerald Toto	world
Bedouine	art pop
Bedouine	chamber folk
Bedouine	chamber pop
Bedouine	folk
Bedouine	indie folk
Bedouine	indie pop
K-Lone	uk experimental electronic
Romare	deep house
Romare	electronica
Romare	indie soul
Romare	ninja
Jonathan Goldman	bandoneon
Jonathan Goldman	healing
Jonathan Goldman	kirtan
Jonathan Goldman	meditation
Nick Cave & The Bad Seeds	permanent wave
Rising Appalachia	high vibe
Rising Appalachia	shamanic
Anthony Braxton	african-american classical
Anthony Braxton	avant-garde
Anthony Braxton	avant-garde jazz
Anthony Braxton	experimental
Anthony Braxton	free improvisation
Anthony Braxton	free jazz
Anthony Braxton	japanese jazz
Anthony Braxton	jazz saxophone
Nick Cave	melancholia
Toumani Diabaté	afropop
Toumani Diabaté	desert blues
Toumani Diabaté	griot
Toumani Diabaté	kora
Toumani Diabaté	malian blues
Toumani Diabaté	mande pop
Toumani Diabaté	world
Joao Pires	NA
Julia Jacklin	art pop
Julia Jacklin	indie folk
Julia Jacklin	indie pop
Julia Jacklin	sydney indie
Nappy Nina	escape room
Nappy Nina	experimental hip hop
Okay Kaya	art pop
Okay Kaya	indie pop
Keita Juma	escape room
Canzoniere Grecanico Salentino	italian folk
Canzoniere Grecanico Salentino	musica etnica
Canzoniere Grecanico Salentino	tarantella
Thom Yorke	art pop
Thom Yorke	electronica
Thom Yorke	glitch pop
Thom Yorke	indie rock
Thom Yorke	oxford indie
D'Angelo	alternative r&b
D'Angelo	funk
D'Angelo	hip hop
D'Angelo	indie soul
D'Angelo	neo soul
D'Angelo	soul
D'Angelo	urban contemporary
Whitetree	compositional ambient
Portishead	dark pop
Portishead	electronica
Portishead	laboratorio
Portishead	trip hop
Nouvelle Vague	electronica
Nouvelle Vague	lounge
Nouvelle Vague	nu jazz
Everything But The Girl	electronica
Everything But The Girl	new wave pop
Everything But The Girl	pop rock
Everything But The Girl	sophisti-pop
Everything But The Girl	trip hop
Anoushka Shankar	indian fusion
Anoushka Shankar	sitar
Anoushka Shankar	world
Anoushka Shankar	world fusion
Coladera	candomble
PJ Harvey	alternative rock
PJ Harvey	art pop
PJ Harvey	art rock
PJ Harvey	chamber psych
PJ Harvey	indie rock
PJ Harvey	melancholia
PJ Harvey	permanent wave
PJ Harvey	piano rock
PJ Harvey	singer-songwriter
Noura Mint Seymali	afropop
Noura Mint Seymali	griot
Noura Mint Seymali	moorish traditional
Noura Mint Seymali	musique mauritanienne
Noura Mint Seymali	world
Adrianne Lenker	art pop
Adrianne Lenker	chamber pop
Adrianne Lenker	indie folk
Adrianne Lenker	indie pop
Adrianne Lenker	indie rock
Adrianne Lenker	small room
Tião Carvalho	capoeira
Tião Carvalho	coco
Tião Carvalho	forro tradicional
Tião Carvalho	musica maranhense
Anna Ahnlund	NA
Populous	indie electronica
Populous	italian electronica
Populous	latintronica
Populous	pop electronico
Populous	puglia indie
Franco Battiato	classic italian pop
Franco Battiato	experimental
Franco Battiato	italian adult pop
Nicolas Jaar	downtempo
Nicolas Jaar	electronica
Nicolas Jaar	microhouse
Air	ambient pop
Air	downtempo
Air	electronica
Air	trip hop
Jay-Jay Johanson	electronica
Jay-Jay Johanson	swedish electropop
Jay-Jay Johanson	swedish singer-songwriter
Jay-Jay Johanson	trip hop
NotLö	deep dubstep
NotLö	downtempo bass
El Michels Affair meets Liam Bailey	NA
Lapola Kalu	NA
The Gloaming	irish neo-traditional
Yeat	pluggnb
Gunna	atl hip hop
Gunna	melodic rap
Gunna	rap
Gunna	trap
Young Thug	atl hip hop
Young Thug	atl trap
Young Thug	gangster rap
Young Thug	hip hop
Young Thug	melodic rap
Young Thug	pop rap
Young Thug	rap
Young Thug	southern hip hop
Young Thug	trap
Maroon 5	pop
Frank Sinatra	adult standards
Frank Sinatra	easy listening
Frank Sinatra	lounge
Kourosh Yaghmaei	classic persian pop
Kourosh Yaghmaei	persian rock
Future	atl hip hop
Future	rap
Future	southern hip hop
Future	trap
XXXTENTACION	emo rap
XXXTENTACION	miami hip hop
Rauw Alejandro	puerto rican pop
Rauw Alejandro	trap latino
ElyOtto	hyperpop
ElyOtto	weirdcore
Pressa	canadian hip hop
Pressa	melodic rap
Pressa	rap montrealais
Pressa	toronto rap
Pressa	trap
Billy Joel	classic rock
Billy Joel	folk rock
Billy Joel	mellow gold
Billy Joel	piano rock
Billy Joel	rock
Billy Joel	singer-songwriter
Billy Joel	soft rock
Bladee	glitchcore
Bladee	underground hip hop
Gus Dapperton	bedroom pop
Gus Dapperton	indie pop
Gus Dapperton	indie poptimism
King Krule	uk alternative pop
Matisyahu	reggae fusion
Lil Tecca	melodic rap
Lil Tecca	pluggnb
Cage The Elephant	modern alternative rock
Cage The Elephant	modern rock
Cage The Elephant	punk blues
Cage The Elephant	rock
KIDS SEE GHOSTS	hip hop
KIDS SEE GHOSTS	rap
Jack Harlow	deep underground hip hop
Jack Harlow	kentucky hip hop
Jack Harlow	rap
Baby Keem	hip hop
Baby Keem	rap
The Kooks	brighton indie
The Kooks	modern rock
The Kooks	rock
Klaxons	alternative dance
Klaxons	alternative rock
Klaxons	dance-punk
Klaxons	indie rock
Klaxons	modern rock
Klaxons	new rave
The Hives	alternative rock
The Hives	garage rock
The Hives	garage rock revival
The Hives	modern rock
The Hives	new rave
The Hives	rock
The Hives	swedish garage rock
The Hives	swedish hard rock
The Hives	swedish indie rock
Tion Wayne	london rap
Ozuna	latin
Ozuna	puerto rican pop
Ozuna	reggaeton
Ozuna	trap latino
Kodak Black	florida rap
Kodak Black	hip hop
Kodak Black	melodic rap
Kodak Black	miami hip hop
Kodak Black	rap
Kodak Black	trap
Anuel AA	latin
Anuel AA	reggaeton
Anuel AA	reggaeton flow
Anuel AA	trap boricua
Anuel AA	trap latino
NAV	canadian hip hop
NAV	canadian trap
NAV	hip hop
NAV	melodic rap
NAV	rap
NAV	toronto rap
NAV	trap
NAV	vapor trap
Playboi Carti	atl hip hop
Playboi Carti	plugg
Playboi Carti	pluggnb
Playboi Carti	rap
Sleepy Hallow	brooklyn drill
Sleepy Hallow	nyc rap
Trippie Redd	melodic rap
Trippie Redd	rap
Trippie Redd	trap
Polo G	chicago rap
YoungBoy Never Broke Again	baton rouge rap
YoungBoy Never Broke Again	trap
Eladio Carrion	trap boricua
Eladio Carrion	trap latino
Eladio Carrion	trap triste
Farruko	latin
Farruko	latin hip hop
Farruko	reggaeton
Farruko	trap latino
